# k               u                 rapidity          phi
+1.163510e+20     +7.114322e-01     +5.000000e+00     +9.720932e-34
+1.634004e+20     +7.157308e-01     +5.000000e+00     +5.272604e-34
+2.289873e+20     +7.200025e-01     +5.000000e+00     +2.870163e-34
+3.202135e+20     +7.242471e-01     +5.000000e+00     +1.568058e-34
+4.468197e+20     +7.284644e-01     +5.000000e+00     +8.598197e-35
+6.221342e+20     +7.326543e-01     +5.000000e+00     +4.732084e-35
+8.643496e+20     +7.368166e-01     +5.000000e+00     +2.614042e-35
+1.198238e+21     +7.409511e-01     +5.000000e+00     +1.449430e-35
+1.657446e+21     +7.450578e-01     +5.000000e+00     +8.067184e-36
+2.287566e+21     +7.491364e-01     +5.000000e+00     +4.507087e-36
+3.150213e+21     +7.531868e-01     +5.000000e+00     +2.527750e-36
+4.328460e+21     +7.572088e-01     +5.000000e+00     +1.423134e-36
+5.934018e+21     +7.612024e-01     +5.000000e+00     +8.043508e-37
+8.116727e+21     +7.651673e-01     +5.000000e+00     +4.563966e-37
+1.107706e+22     +7.691033e-01     +5.000000e+00     +2.599865e-37
+1.508256e+22     +7.730105e-01     +5.000000e+00     +1.486893e-37
+2.048928e+22     +7.768885e-01     +5.000000e+00     +8.537748e-38
+2.776994e+22     +7.807372e-01     +5.000000e+00     +4.922097e-38
+3.755041e+22     +7.845566e-01     +5.000000e+00     +2.849142e-38
+5.065717e+22     +7.883464e-01     +5.000000e+00     +1.655938e-38
+6.817873e+22     +7.921066e-01     +5.000000e+00     +9.663912e-39
+9.154480e+22     +7.958369e-01     +5.000000e+00     +5.663043e-39
+1.226282e+23     +7.995373e-01     +5.000000e+00     +3.332328e-39
+1.638757e+23     +8.032075e-01     +5.000000e+00     +1.969042e-39
+2.184746e+23     +8.068476e-01     +5.000000e+00     +1.168381e-39
+2.905663e+23     +8.104572e-01     +5.000000e+00     +6.962173e-40
+3.855162e+23     +8.140363e-01     +5.000000e+00     +4.166277e-40
+5.102564e+23     +8.175848e-01     +5.000000e+00     +2.503819e-40
+6.737181e+23     +8.211025e-01     +5.000000e+00     +1.511198e-40
+8.873753e+23     +8.245893e-01     +5.000000e+00     +9.160340e-41
+1.165927e+24     +8.280450e-01     +5.000000e+00     +5.576806e-41
+1.528149e+24     +8.314696e-01     +5.000000e+00     +3.409974e-41
+1.997956e+24     +8.348629e-01     +5.000000e+00     +2.094210e-41
+2.605721e+24     +8.382247e-01     +5.000000e+00     +1.291815e-41
+3.389902e+24     +8.415550e-01     +5.000000e+00     +8.003931e-42
+4.399054e+24     +8.448536e-01     +5.000000e+00     +4.981230e-42
+5.694296e+24     +8.481203e-01     +5.000000e+00     +3.113948e-42
+7.352336e+24     +8.513552e-01     +5.000000e+00     +1.955398e-42
+9.469147e+24     +8.545580e-01     +5.000000e+00     +1.233443e-42
+1.216445e+25     +8.577286e-01     +5.000000e+00     +7.815744e-43
+1.558714e+25     +8.608669e-01     +5.000000e+00     +4.975074e-43
+1.992178e+25     +8.639729e-01     +5.000000e+00     +3.181369e-43
+2.539649e+25     +8.670462e-01     +5.000000e+00     +2.043734e-43
+3.229234e+25     +8.700870e-01     +5.000000e+00     +1.318977e-43
+4.095447e+25     +8.730950e-01     +5.000000e+00     +8.551911e-44
+5.180544e+25     +8.760701e-01     +5.000000e+00     +5.570690e-44
+6.536086e+25     +8.790122e-01     +5.000000e+00     +3.645730e-44
+8.224788e+25     +8.819213e-01     +5.000000e+00     +2.397158e-44
+1.032268e+26     +8.847971e-01     +5.000000e+00     +1.583635e-44
+1.292163e+26     +8.876396e-01     +5.000000e+00     +1.051154e-44
+1.613227e+26     +8.904487e-01     +5.000000e+00     +7.010350e-45
+2.008739e+26     +8.932243e-01     +5.000000e+00     +4.697664e-45
+2.494582e+26     +8.959662e-01     +5.000000e+00     +3.163021e-45
+3.089689e+26     +8.986745e-01     +5.000000e+00     +2.139964e-45
+3.816549e+26     +9.013488e-01     +5.000000e+00     +1.454803e-45
+4.701783e+26     +9.039893e-01     +5.000000e+00     +9.938045e-46
+5.776790e+26     +9.065957e-01     +5.000000e+00     +6.821907e-46
+7.078473e+26     +9.091680e-01     +5.000000e+00     +4.705705e-46
+8.650041e+26     +9.117060e-01     +5.000000e+00     +3.261864e-46
+1.054191e+27     +9.142098e-01     +5.000000e+00     +2.272142e-46
+1.281265e+27     +9.166791e-01     +5.000000e+00     +1.590529e-46
+1.553013e+27     +9.191139e-01     +5.000000e+00     +1.118896e-46
+1.877257e+27     +9.215140e-01     +5.000000e+00     +7.910207e-47
+2.262987e+27     +9.238795e-01     +5.000000e+00     +5.620069e-47
+2.720489e+27     +9.262102e-01     +5.000000e+00     +4.012903e-47
+3.261486e+27     +9.285061e-01     +5.000000e+00     +2.879681e-47
+3.899282e+27     +9.307670e-01     +5.000000e+00     +2.076854e-47
+4.648914e+27     +9.329928e-01     +5.000000e+00     +1.505389e-47
+5.527302e+27     +9.351835e-01     +5.000000e+00     +1.096680e-47
+6.553403e+27     +9.373390e-01     +5.000000e+00     +8.029795e-48
+7.748360e+27     +9.394592e-01     +5.000000e+00     +5.909205e-48
+9.135644e+27     +9.415441e-01     +5.000000e+00     +4.370777e-48
+1.074119e+28     +9.435935e-01     +5.000000e+00     +3.249374e-48
+1.259350e+28     +9.456073e-01     +5.000000e+00     +2.428045e-48
+1.472378e+28     +9.475856e-01     +5.000000e+00     +1.823627e-48
+1.716597e+28     +9.495282e-01     +5.000000e+00     +1.376708e-48
+1.995678e+28     +9.514350e-01     +5.000000e+00     +1.044672e-48
+2.313576e+28     +9.533060e-01     +5.000000e+00     +7.968099e-49
+2.674519e+28     +9.551412e-01     +5.000000e+00     +6.109014e-49
+3.083002e+28     +9.569403e-01     +5.000000e+00     +4.707963e-49
+3.543773e+28     +9.587035e-01     +5.000000e+00     +3.647081e-49
+4.061809e+28     +9.604305e-01     +5.000000e+00     +2.839956e-49
+4.642293e+28     +9.621214e-01     +5.000000e+00     +2.222982e-49
+5.290573e+28     +9.637761e-01     +5.000000e+00     +1.749127e-49
+6.012125e+28     +9.653944e-01     +5.000000e+00     +1.383477e-49
+6.812496e+28     +9.669765e-01     +5.000000e+00     +1.099993e-49
+7.697248e+28     +9.685221e-01     +5.000000e+00     +8.791819e-50
+8.671887e+28     +9.700313e-01     +5.000000e+00     +7.063829e-50
+9.741789e+28     +9.715039e-01     +5.000000e+00     +5.705281e-50
+1.091211e+29     +9.729400e-01     +5.000000e+00     +4.632236e-50
+1.218772e+29     +9.743394e-01     +5.000000e+00     +3.780796e-50
+1.357304e+29     +9.757021e-01     +5.000000e+00     +3.102100e-50
+1.507203e+29     +9.770281e-01     +5.000000e+00     +2.558644e-50
+1.668800e+29     +9.783174e-01     +5.000000e+00     +2.121514e-50
+1.842353e+29     +9.795698e-01     +5.000000e+00     +1.768338e-50
+2.028039e+29     +9.807853e-01     +5.000000e+00     +1.481726e-50
+2.225937e+29     +9.819639e-01     +5.000000e+00     +1.248117e-50
+2.436021e+29     +9.831055e-01     +5.000000e+00     +1.056884e-50
+2.658148e+29     +9.842101e-01     +5.000000e+00     +8.996744e-51
+2.892051e+29     +9.852776e-01     +5.000000e+00     +7.698913e-51
+3.137330e+29     +9.863081e-01     +5.000000e+00     +6.623095e-51
+3.393441e+29     +9.873014e-01     +5.000000e+00     +5.727711e-51
+3.659696e+29     +9.882576e-01     +5.000000e+00     +4.979570e-51
+3.935259e+29     +9.891765e-01     +5.000000e+00     +4.352063e-51
+4.219138e+29     +9.900582e-01     +5.000000e+00     +3.823792e-51
+4.510196e+29     +9.909026e-01     +5.000000e+00     +3.377476e-51
+4.807143e+29     +9.917098e-01     +5.000000e+00     +2.999121e-51
+5.108550e+29     +9.924795e-01     +5.000000e+00     +2.677345e-51
+5.412853e+29     +9.932119e-01     +5.000000e+00     +2.402866e-51
+5.718365e+29     +9.939070e-01     +5.000000e+00     +2.168086e-51
+6.023289e+29     +9.945646e-01     +5.000000e+00     +1.966769e-51
+6.325732e+29     +9.951847e-01     +5.000000e+00     +1.793778e-51
+6.623726e+29     +9.957674e-01     +5.000000e+00     +1.644872e-51
+6.915247e+29     +9.963126e-01     +5.000000e+00     +1.516541e-51
+7.198236e+29     +9.968203e-01     +5.000000e+00     +1.405870e-51
+7.470623e+29     +9.972905e-01     +5.000000e+00     +1.310437e-51
+7.730353e+29     +9.977231e-01     +5.000000e+00     +1.228227e-51
+7.975411e+29     +9.981181e-01     +5.000000e+00     +1.157561e-51
+8.203847e+29     +9.984756e-01     +5.000000e+00     +1.097041e-51
+8.413801e+29     +9.987955e-01     +5.000000e+00     +1.045503e-51
+8.603532e+29     +9.990777e-01     +5.000000e+00     +1.001986e-51
+8.771437e+29     +9.993224e-01     +5.000000e+00     +9.656962e-52
+8.916079e+29     +9.995294e-01     +5.000000e+00     +9.359877e-52
+9.036202e+29     +9.996988e-01     +5.000000e+00     +9.123413e-52
+9.130754e+29     +9.998306e-01     +5.000000e+00     +8.943510e-52
+9.198898e+29     +9.999247e-01     +5.000000e+00     +8.817116e-52
+9.240030e+29     +9.999812e-01     +5.000000e+00     +8.742114e-52
+9.253782e+29     +1.000000e+00     +5.000000e+00     +8.717231e-52

+4.539993e-05     +6.123032e-17     +1.000000e+01     +1.294093e+01
+7.371789e-05     +6.135885e-03     +1.000000e+01     +1.263143e+01
+1.196968e-04     +1.227154e-02     +1.000000e+01     +1.205247e+01
+1.943464e-04     +1.840673e-02     +1.000000e+01     +1.156293e+01
+3.155344e-04     +2.454123e-02     +1.000000e+01     +1.107532e+01
+5.122537e-04     +3.067480e-02     +1.000000e+01     +1.059378e+01
+8.315415e-04     +3.680722e-02     +1.000000e+01     +1.010877e+01
+1.349694e-03     +4.293826e-02     +1.000000e+01     +9.625679e+00
+2.190438e-03     +4.906767e-02     +1.000000e+01     +9.140977e+00
+3.554376e-03     +5.519524e-02     +1.000000e+01     +8.657495e+00
+5.766662e-03     +6.132074e-02     +1.000000e+01     +8.173213e+00
+9.354195e-03     +6.744392e-02     +1.000000e+01     +7.689833e+00
+1.517055e-02     +7.356456e-02     +1.000000e+01     +7.206027e+00
+2.459807e-02     +7.968244e-02     +1.000000e+01     +6.722958e+00
+3.987474e-02     +8.579731e-02     +1.000000e+01     +6.239672e+00
+6.462251e-02     +9.190896e-02     +1.000000e+01     +5.757046e+00
+1.047011e-01     +9.801714e-02     +1.000000e+01     +5.274347e+00
+1.695867e-01     +1.041216e-01     +1.000000e+01     +4.792313e+00
+2.745984e-01     +1.102222e-01     +1.000000e+01     +4.310392e+00
+4.444898e-01     +1.163186e-01     +1.000000e+01     +3.829393e+00
+7.192425e-01     +1.224107e-01     +1.000000e+01     +3.349228e+00
+1.163405e+00     +1.284981e-01     +1.000000e+01     +2.871707e+00
+1.881136e+00     +1.345807e-01     +1.000000e+01     +2.399237e+00
+3.040436e+00     +1.406582e-01     +1.000000e+01     +1.938981e+00
+4.912129e+00     +1.467305e-01     +1.000000e+01     +1.502742e+00
+7.932574e+00     +1.527972e-01     +1.000000e+01     +1.109107e+00
+1.280446e+01     +1.588581e-01     +1.000000e+01     +7.763523e-01
+2.065870e+01     +1.649131e-01     +1.000000e+01     +5.161392e-01
+3.331438e+01     +1.709619e-01     +1.000000e+01     +3.274840e-01
+5.369573e+01     +1.770042e-01     +1.000000e+01     +1.998081e-01
+8.650058e+01     +1.830399e-01     +1.000000e+01     +1.180543e-01
+1.392714e+02     +1.890687e-01     +1.000000e+01     +6.799406e-02
+2.241096e+02     +1.950903e-01     +1.000000e+01     +3.835702e-02
+3.604186e+02     +2.011046e-01     +1.000000e+01     +2.127941e-02
+5.792874e+02     +2.071114e-01     +1.000000e+01     +1.164019e-02
+9.304937e+02     +2.131103e-01     +1.000000e+01     +6.293133e-03
+1.493680e+03     +2.191012e-01     +1.000000e+01     +3.367574e-03
+2.396175e+03     +2.250839e-01     +1.000000e+01     +1.786274e-03
+3.841394e+03     +2.310581e-01     +1.000000e+01     +9.400383e-04
+6.154045e+03     +2.370236e-01     +1.000000e+01     +4.913008e-04
+9.852044e+03     +2.429802e-01     +1.000000e+01     +2.551581e-04
+1.576080e+04     +2.489276e-01     +1.000000e+01     +1.317824e-04
+2.519465e+04     +2.548657e-01     +1.000000e+01     +6.771316e-05
+4.024477e+04     +2.607941e-01     +1.000000e+01     +3.463481e-05
+6.423528e+04     +2.667128e-01     +1.000000e+01     +1.764058e-05
+1.024456e+05     +2.726214e-01     +1.000000e+01     +8.951209e-06
+1.632528e+05     +2.785197e-01     +1.000000e+01     +4.526116e-06
+2.599372e+05     +2.844075e-01     +1.000000e+01     +2.281494e-06
+4.135317e+05     +2.902847e-01     +1.000000e+01     +1.146694e-06
+6.573160e+05     +2.961509e-01     +1.000000e+01     +5.748570e-07
+1.043896e+06     +3.020059e-01     +1.000000e+01     +2.874917e-07
+1.656341e+06     +3.078496e-01     +1.000000e+01     +1.434742e-07
+2.625698e+06     +3.136817e-01     +1.000000e+01     +7.146002e-08
+4.158481e+06     +3.195020e-01     +1.000000e+01     +3.553101e-08
+6.579788e+06     +3.253103e-01     +1.000000e+01     +1.763829e-08
+1.040085e+07     +3.311063e-01     +1.000000e+01     +8.744025e-09
+1.642473e+07     +3.368899e-01     +1.000000e+01     +4.329271e-09
+2.591148e+07     +3.426607e-01     +1.000000e+01     +2.141204e-09
+4.083605e+07     +3.484187e-01     +1.000000e+01     +1.057982e-09
+6.429025e+07     +3.541635e-01     +1.000000e+01     +5.223463e-10
+1.011088e+08     +3.598950e-01     +1.000000e+01     +2.577101e-10
+1.588430e+08     +3.656130e-01     +1.000000e+01     +1.270788e-10
+2.492728e+08     +3.713172e-01     +1.000000e+01     +6.263434e-11
+3.907527e+08     +3.770074e-01     +1.000000e+01     +3.086167e-11
+6.118460e+08     +3.826834e-01     +1.000000e+01     +1.520270e-11
+9.569471e+08     +3.883450e-01     +1.000000e+01     +7.488257e-12
+1.494969e+09     +3.939920e-01     +1.000000e+01     +3.688279e-12
+2.332746e+09     +3.996242e-01     +1.000000e+01     +1.816810e-12
+3.635687e+09     +4.052413e-01     +1.000000e+01     +8.950775e-13
+5.659552e+09     +4.108432e-01     +1.000000e+01     +4.410958e-13
+8.799276e+09     +4.164296e-01     +1.000000e+01     +2.174439e-13
+1.366388e+10     +4.220003e-01     +1.000000e+01     +1.072398e-13
+2.119121e+10     +4.275551e-01     +1.000000e+01     +5.291501e-14
+3.282354e+10     +4.330938e-01     +1.000000e+01     +2.612552e-14
+5.077566e+10     +4.386162e-01     +1.000000e+01     +1.290722e-14
+7.844389e+10     +4.441221e-01     +1.000000e+01     +6.381588e-15
+1.210289e+11     +4.496113e-01     +1.000000e+01     +3.157696e-15
+1.864825e+11     +4.550836e-01     +1.000000e+01     +1.563874e-15
+2.869455e+11     +4.605387e-01     +1.000000e+01     +7.752462e-16
+4.409261e+11     +4.659765e-01     +1.000000e+01     +3.847032e-16
+6.765974e+11     +4.713967e-01     +1.000000e+01     +1.911067e-16
+1.036778e+12     +4.767992e-01     +1.000000e+01     +9.504521e-17
+1.586447e+12     +4.821838e-01     +1.000000e+01     +4.732642e-17
+2.424054e+12     +4.875502e-01     +1.000000e+01     +2.359579e-17
+3.698532e+12     +4.928982e-01     +1.000000e+01     +1.177979e-17
+5.634816e+12     +4.982277e-01     +1.000000e+01     +5.889099e-18
+8.572087e+12     +5.035384e-01     +1.000000e+01     +2.948376e-18
+1.302096e+13     +5.088301e-01     +1.000000e+01     +1.478341e-18
+1.974886e+13     +5.141027e-01     +1.000000e+01     +7.423994e-19
+2.990729e+13     +5.193560e-01     +1.000000e+01     +3.734271e-19
+4.522110e+13     +5.245897e-01     +1.000000e+01     +1.881447e-19
+6.826965e+13     +5.298036e-01     +1.000000e+01     +9.495746e-20
+1.029034e+14     +5.349976e-01     +1.000000e+01     +4.800975e-20
+1.548606e+14     +5.401715e-01     +1.000000e+01     +2.431784e-20
+2.326774e+14     +5.453250e-01     +1.000000e+01     +1.234035e-20
+3.490303e+14     +5.504580e-01     +1.000000e+01     +6.274338e-21
+5.227102e+14     +5.555702e-01     +1.000000e+01     +3.196376e-21
+7.815221e+14     +5.606616e-01     +1.000000e+01     +1.631650e-21
+1.166534e+15     +5.657318e-01     +1.000000e+01     +8.346162e-22
+1.738291e+15     +5.707807e-01     +1.000000e+01     +4.278250e-22
+2.585893e+15     +5.758082e-01     +1.000000e+01     +2.197739e-22
+3.840207e+15     +5.808140e-01     +1.000000e+01     +1.131474e-22
+5.693097e+15     +5.857979e-01     +1.000000e+01     +5.838250e-23
+8.425308e+15     +5.907597e-01     +1.000000e+01     +3.019378e-23
+1.244686e+16     +5.956993e-01     +1.000000e+01     +1.565162e-23
+1.835543e+16     +6.006165e-01     +1.000000e+01     +8.132706e-24
+2.702050e+16     +6.055110e-01     +1.000000e+01     +4.235989e-24
+3.970453e+16     +6.103828e-01     +1.000000e+01     +2.211793e-24
+5.823691e+16     +6.152316e-01     +1.000000e+01     +1.157748e-24
+8.526323e+16     +6.200572e-01     +1.000000e+01     +6.075596e-25
+1.246018e+17     +6.248595e-01     +1.000000e+01     +3.196529e-25
+1.817522e+17     +6.296382e-01     +1.000000e+01     +1.686195e-25
+2.646195e+17     +6.343933e-01     +1.000000e+01     +8.918390e-26
+3.845427e+17     +6.391244e-01     +1.000000e+01     +4.729749e-26
+5.577526e+17     +6.438315e-01     +1.000000e+01     +2.515199e-26
+8.074340e+17     +6.485144e-01     +1.000000e+01     +1.341259e-26
+1.166634e+18     +6.531728e-01     +1.000000e+01     +7.172464e-27
+1.682359e+18     +6.578067e-01     +1.000000e+01     +3.846468e-27
+2.421325e+18     +6.624158e-01     +1.000000e+01     +2.068727e-27
+3.478017e+18     +6.669999e-01     +1.000000e+01     +1.115870e-27
+4.985959e+18     +6.715590e-01     +1.000000e+01     +6.036744e-28
+7.133428e+18     +6.760927e-01     +1.000000e+01     +3.275610e-28
+1.018532e+19     +6.806010e-01     +1.000000e+01     +1.782751e-28
+1.451348e+19     +6.850837e-01     +1.000000e+01     +9.732393e-29
+2.063877e+19     +6.895405e-01     +1.000000e+01     +5.329516e-29
+2.928905e+19     +6.939715e-01     +1.000000e+01     +2.927627e-29
+4.147920e+19     +6.983762e-01     +1.000000e+01     +1.613289e-29
+5.862101e+19     +7.027547e-01     +1.000000e+01     +8.918613e-30
+8.267391e+19     +7.071068e-01     +1.000000e+01     +4.946292e-30
+1.163510e+20     +7.114322e-01     +1.000000e+01     +2.752195e-30
+1.634004e+20     +7.157308e-01     +1.000000e+01     +1.536399e-30
+2.289873e+20     +7.200025e-01     +1.000000e+01     +8.605454e-31
+3.202135e+20     +7.242471e-01     +1.000000e+01     +4.836114e-31
+4.468197e+20     +7.284644e-01     +1.000000e+01     +2.727038e-31
+6.221342e+20     +7.326543e-01     +1.000000e+01     +1.543000e-31
+8.643496e+20     +7.368166e-01     +1.000000e+01     +8.760708e-32
+1.198238e+21     +7.409511e-01     +1.000000e+01     +4.991362e-32
+1.657446e+21     +7.450578e-01     +1.000000e+01     +2.853801e-32
+2.287566e+21     +7.491364e-01     +1.000000e+01     +1.637423e-32
+3.150213e+21     +7.531868e-01     +1.000000e+01     +9.428624e-33
+4.328460e+21     +7.572088e-01     +1.000000e+01     +5.448712e-33
+5.934018e+21     +7.612024e-01     +1.000000e+01     +3.160201e-33
+8.116727e+21     +7.651673e-01     +1.000000e+01     +1.839580e-33
+1.107706e+22     +7.691033e-01     +1.000000e+01     +1.074787e-33
+1.508256e+22     +7.730105e-01     +1.000000e+01     +6.302807e-34
+2.048928e+22     +7.768885e-01     +1.000000e+01     +3.709962e-34
+2.776994e+22     +7.807372e-01     +1.000000e+01     +2.191979e-34
+3.755041e+22     +7.845566e-01     +1.000000e+01     +1.300023e-34
